Date et heure;Adresse MAC;Emplacement;Temperature;Consigne;Commande en pourcent
2020-01-09 23:39:50;b8:27:eb:ec:58:7b;Poste 11;39,2;39;21
2020-01-09 23:39:52;b8:27:eb:ec:58:7b;Poste 11;39,2;39;19
2020-01-09 23:39:54;b8:27:eb:ec:58:7b;Poste 11;39,2;39;17
2020-01-09 23:39:56;b8:27:eb:ec:58:7b;Poste 11;39,2;39;15
2020-01-09 23:39:58;b8:27:eb:ec:58:7b;Poste 11;39,2;39;13
2020-01-09 23:40:00;b8:27:eb:ec:58:7b;Poste 11;39,2;39;11
2020-01-09 23:40:02;b8:27:eb:ec:58:7b;Poste 11;39,2;39;9
2020-01-09 23:40:04;b8:27:eb:ec:58:7b;Poste 11;39,2;39;7
2020-01-09 23:40:06;b8:27:eb:ec:58:7b;Poste 11;39,2;39;5
2020-01-09 23:40:08;b8:27:eb:ec:58:7b;Poste 11;39,2;39;3
2020-01-09 23:40:10;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:40:12;b8:27:eb:ec:58:7b;Poste 11;39;39;3
2020-01-09 23:40:14;b8:27:eb:ec:58:7b;Poste 11;39;39;3
2020-01-09 23:40:16;b8:27:eb:ec:58:7b;Poste 11;39;39;3
2020-01-09 23:40:18;b8:27:eb:ec:58:7b;Poste 11;39;39;3
2020-01-09 23:40:20;b8:27:eb:ec:58:7b;Poste 11;39;39;3
2020-01-09 23:40:22;b8:27:eb:ec:58:7b;Poste 11;39;39;3
2020-01-09 23:40:24;b8:27:eb:ec:58:7b;Poste 11;39;39;3
2020-01-09 23:40:26;b8:27:eb:ec:58:7b;Poste 11;38,8;39;5
2020-01-09 23:40:28;b8:27:eb:ec:58:7b;Poste 11;38,8;39;6
2020-01-09 23:40:30;b8:27:eb:ec:58:7b;Poste 11;38,8;39;8
2020-01-09 23:40:32;b8:27:eb:ec:58:7b;Poste 11;38,8;39;9
2020-01-09 23:40:34;b8:27:eb:ec:58:7b;Poste 11;38,8;39;10
2020-01-09 23:40:36;b8:27:eb:ec:58:7b;Poste 11;38,8;39;12
2020-01-09 23:40:38;b8:27:eb:ec:58:7b;Poste 11;38,8;39;13
2020-01-09 23:40:40;b8:27:eb:ec:58:7b;Poste 11;38,8;39;14
2020-01-09 23:40:42;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:40:44;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:40:46;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:40:48;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:40:50;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:40:52;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:40:54;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:40:56;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:40:58;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:00;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:02;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:04;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:06;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:08;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:10;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:12;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:14;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:16;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:18;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:41:20;b8:27:eb:ec:58:7b;Poste 11;39,2;39;10
2020-01-09 23:41:22;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:41:24;b8:27:eb:ec:58:7b;Poste 11;39,2;39;8
2020-01-09 23:41:26;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:41:28;b8:27:eb:ec:58:7b;Poste 11;39,2;39;6
2020-01-09 23:41:30;b8:27:eb:ec:58:7b;Poste 11;39,2;39;4
2020-01-09 23:41:32;b8:27:eb:ec:58:7b;Poste 11;39;39;5
2020-01-09 23:41:34;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:36;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:38;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:40;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:42;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:44;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:46;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:48;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:50;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:52;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:41:54;b8:27:eb:ec:58:7b;Poste 11;38,8;39;6
2020-01-09 23:41:56;b8:27:eb:ec:58:7b;Poste 11;39;39;5
2020-01-09 23:41:58;b8:27:eb:ec:58:7b;Poste 11;38,8;39;7
2020-01-09 23:42:00;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:42:02;b8:27:eb:ec:58:7b;Poste 11;38,8;39;8
2020-01-09 23:42:04;b8:27:eb:ec:58:7b;Poste 11;38,8;39;9
2020-01-09 23:42:06;b8:27:eb:ec:58:7b;Poste 11;38,8;39;10
2020-01-09 23:42:08;b8:27:eb:ec:58:7b;Poste 11;38,8;39;12
2020-01-09 23:42:10;b8:27:eb:ec:58:7b;Poste 11;38,8;39;13
2020-01-09 23:42:12;b8:27:eb:ec:58:7b;Poste 11;38,8;39;14
2020-01-09 23:42:14;b8:27:eb:ec:58:7b;Poste 11;38,8;39;16
2020-01-09 23:42:16;b8:27:eb:ec:58:7b;Poste 11;38,8;39;17
2020-01-09 23:42:18;b8:27:eb:ec:58:7b;Poste 11;39;39;16
2020-01-09 23:42:20;b8:27:eb:ec:58:7b;Poste 11;38,8;39;18
2020-01-09 23:42:22;b8:27:eb:ec:58:7b;Poste 11;39;39;16
2020-01-09 23:42:24;b8:27:eb:ec:58:7b;Poste 11;39;39;16
2020-01-09 23:42:26;b8:27:eb:ec:58:7b;Poste 11;39;39;16
2020-01-09 23:42:28;b8:27:eb:ec:58:7b;Poste 11;39;39;16
2020-01-09 23:42:30;b8:27:eb:ec:58:7b;Poste 11;39;39;16
2020-01-09 23:42:32;b8:27:eb:ec:58:7b;Poste 11;39,2;39;14
2020-01-09 23:42:34;b8:27:eb:ec:58:7b;Poste 11;39,2;39;12
2020-01-09 23:42:36;b8:27:eb:ec:58:7b;Poste 11;39,2;39;10
2020-01-09 23:42:38;b8:27:eb:ec:58:7b;Poste 11;39,2;39;8
2020-01-09 23:42:40;b8:27:eb:ec:58:7b;Poste 11;39,2;39;6
2020-01-09 23:42:42;b8:27:eb:ec:58:7b;Poste 11;39,2;39;4
2020-01-09 23:42:44;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:42:46;b8:27:eb:ec:58:7b;Poste 11;39,2;39;2
2020-01-09 23:42:48;b8:27:eb:ec:58:7b;Poste 11;39,2;39;0
2020-01-09 23:42:50;b8:27:eb:ec:58:7b;Poste 11;39,2;39;0
2020-01-09 23:42:52;b8:27:eb:ec:58:7b;Poste 11;39;39;0
2020-01-09 23:42:54;b8:27:eb:ec:58:7b;Poste 11;39;39;0
2020-01-09 23:42:56;b8:27:eb:ec:58:7b;Poste 11;39;39;0
2020-01-09 23:42:58;b8:27:eb:ec:58:7b;Poste 11;39;39;0
2020-01-09 23:43:00;b8:27:eb:ec:58:7b;Poste 11;39;39;0
2020-01-09 23:43:02;b8:27:eb:ec:58:7b;Poste 11;38,8;39;2
2020-01-09 23:43:04;b8:27:eb:ec:58:7b;Poste 11;38,8;39;3
2020-01-09 23:43:06;b8:27:eb:ec:58:7b;Poste 11;38,8;39;4
2020-01-09 23:43:08;b8:27:eb:ec:58:7b;Poste 11;38,8;39;6
2020-01-09 23:43:10;b8:27:eb:ec:58:7b;Poste 11;39;39;4
2020-01-09 23:43:12;b8:27:eb:ec:58:7b;Poste 11;38,8;39;6
2020-01-09 23:43:14;b8:27:eb:ec:58:7b;Poste 11;38,8;39;8
2020-01-09 23:43:16;b8:27:eb:ec:58:7b;Poste 11;39;39;6
2020-01-09 23:43:18;b8:27:eb:ec:58:7b;Poste 11;38,8;39;8
2020-01-09 23:43:20;b8:27:eb:ec:58:7b;Poste 11;38,8;39;10
2020-01-09 23:43:22;b8:27:eb:ec:58:7b;Poste 11;38,8;39;11
2020-01-09 23:43:24;b8:27:eb:ec:58:7b;Poste 11;38,8;39;12
2020-01-09 23:43:26;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:43:28;b8:27:eb:ec:58:7b;Poste 11;38,8;39;13
2020-01-09 23:43:30;b8:27:eb:ec:58:7b;Poste 11;38,8;39;14
2020-01-09 23:43:32;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:34;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:36;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:38;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:40;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:42;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:44;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:46;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:48;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:50;b8:27:eb:ec:58:7b;Poste 11;39;39;13
2020-01-09 23:43:52;b8:27:eb:ec:58:7b;Poste 11;39,2;39;10
2020-01-09 23:43:54;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:43:56;b8:27:eb:ec:58:7b;Poste 11;39;39;10
2020-01-09 23:43:58;b8:27:eb:ec:58:7b;Poste 11;39,2;39;8
2020-01-09 23:44:00;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:02;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:04;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:06;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:08;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:10;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:12;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:14;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:16;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:18;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:20;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:22;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:24;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:26;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:28;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:30;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:32;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:34;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:36;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:38;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:40;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:42;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:44;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:46;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:48;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:50;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:52;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:54;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:56;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:44:58;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:00;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:02;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:04;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:06;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:08;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:10;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:12;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:14;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:16;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:18;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:20;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:22;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:24;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:26;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:28;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:30;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:32;b8:27:eb:ec:58:7b;Poste 11;38,8;39;10
2020-01-09 23:45:34;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:36;b8:27:eb:ec:58:7b;Poste 11;39;39;8
2020-01-09 23:45:38;b8:27:eb:ec:58:7b;Poste 11;38,8;39;10
2020-01-09 23:45:40;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:42;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:44;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:46;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:48;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:50;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:52;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:54;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:56;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:45:58;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:00;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:02;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:04;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:06;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:08;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:10;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:12;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:14;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:16;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:18;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:20;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:22;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:24;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:26;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:28;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:30;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:32;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:34;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:36;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:38;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:40;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:42;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:44;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:46;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:48;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:50;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:52;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:54;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:56;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:46:58;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:00;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:02;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:04;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:06;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:08;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:10;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:12;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:14;b8:27:eb:ec:58:7b;Poste 11;39;39;9
2020-01-09 23:47:16;b8:27:eb:ec:58:7b;Poste 11;38,8;39;11
2020-01-09 23:47:18;b8:27:eb:ec:58:7b;Poste 11;38,8;39;12
2020-01-09 23:47:20;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:22;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:24;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:26;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:28;b8:27:eb:ec:58:7b;Poste 11;39;39;11
2020-01-09 23:47:30;b8:27:eb:ec:58:7b;Poste 11;39;39;11
